,day,LCLid,energy_sum
1398,6/4/2012,MAC000450,48.164
1399,6/5/2012,MAC000450,70.9670002
1400,6/6/2012,MAC000450,62.8329997
1401,6/7/2012,MAC000450,72.2779999
1402,6/8/2012,MAC000450,59.5540001
1403,6/9/2012,MAC000450,69.7079999
1404,6/10/2012,MAC000450,71.911
1405,6/11/2012,MAC000450,80.7479996
1406,6/12/2012,MAC000450,59.9099998
1407,6/13/2012,MAC000450,63.5689995
1408,6/14/2012,MAC000450,61.9089999
1409,6/15/2012,MAC000450,0.971
1410,6/16/2012,MAC000450,50.9779999
1411,6/17/2012,MAC000450,49.3619998
1412,6/18/2012,MAC000450,61.1979999
1413,6/19/2012,MAC000450,59.2219997
1414,6/20/2012,MAC000450,77.1590006
1415,6/21/2012,MAC000450,74.214
1416,6/22/2012,MAC000450,59.8080001
1417,6/23/2012,MAC000450,78.1830001
1418,6/24/2012,MAC000450,93.9829998
1419,6/25/2012,MAC000450,69.5859998
1420,6/26/2012,MAC000450,66.6119999
1421,6/27/2012,MAC000450,76.1449996
1422,6/28/2012,MAC000450,77.6260003
1423,6/29/2012,MAC000450,69.316
1424,6/30/2012,MAC000450,47.096
1425,7/1/2012,MAC000450,47.64
1426,7/2/2012,MAC000450,56.535
1427,7/3/2012,MAC000450,71.1770001
1428,7/4/2012,MAC000450,56.186
1429,7/5/2012,MAC000450,64.5560001
1430,7/6/2012,MAC000450,47.9339999
1431,7/7/2012,MAC000450,49.498
1432,7/8/2012,MAC000450,45.636
1433,7/9/2012,MAC000450,51.7509998
1434,7/10/2012,MAC000450,54.5200005
1435,7/11/2012,MAC000450,45.361
1436,7/12/2012,MAC000450,50.519
1437,7/13/2012,MAC000450,47.7690001
1438,7/14/2012,MAC000450,43.3539999
1439,7/15/2012,MAC000450,40.0309999
1440,7/16/2012,MAC000450,55.4190005
1441,7/17/2012,MAC000450,54.1430003
1442,7/18/2012,MAC000450,54.0609997
1443,7/19/2012,MAC000450,58.6720003
1444,7/20/2012,MAC000450,48.564
1445,7/21/2012,MAC000450,58.8830007
1446,7/22/2012,MAC000450,46.3289998
1447,7/23/2012,MAC000450,51.9819997
1448,7/24/2012,MAC000450,48.4080003
1449,7/25/2012,MAC000450,53.6089999
1450,7/26/2012,MAC000450,56.1480002
1451,7/27/2012,MAC000450,58.0970001
1452,7/28/2012,MAC000450,54.0890001
1453,7/29/2012,MAC000450,48.5219999
1454,7/30/2012,MAC000450,57.3170003
1455,7/31/2012,MAC000450,50.6609999
1456,8/1/2012,MAC000450,61.059
1457,8/2/2012,MAC000450,55.9290002
1458,8/3/2012,MAC000450,48.1520002
1459,8/4/2012,MAC000450,59.8110002
1460,8/5/2012,MAC000450,51.6450002
1461,8/6/2012,MAC000450,57.6790003
1462,8/7/2012,MAC000450,65.7530002
1463,8/8/2012,MAC000450,56.2859994
1464,8/9/2012,MAC000450,55.9630002
1465,8/10/2012,MAC000450,54.8500001
1466,8/11/2012,MAC000450,57.8679999
1467,8/12/2012,MAC000450,54.2550004
1468,8/13/2012,MAC000450,63.0710001
1469,8/14/2012,MAC000450,53.9580001
1470,8/15/2012,MAC000450,60.1159998
1471,8/16/2012,MAC000450,58.9149996
1472,8/17/2012,MAC000450,49.101
1473,8/18/2012,MAC000450,66.069
1474,8/19/2012,MAC000450,66.748
1475,8/20/2012,MAC000450,54.6229999
1476,8/21/2012,MAC000450,57.0320005
1477,8/22/2012,MAC000450,54.1279996
1478,8/23/2012,MAC000450,51.3590002
1479,8/24/2012,MAC000450,53.2650005
1480,8/25/2012,MAC000450,57.709
1481,8/26/2012,MAC000450,46.9920002
1482,8/27/2012,MAC000450,56.6339999
1483,8/28/2012,MAC000450,54.295
1484,8/29/2012,MAC000450,65.4390001
1485,8/30/2012,MAC000450,61.4389999
1486,8/31/2012,MAC000450,69.4719998
1487,9/1/2012,MAC000450,64.23
1488,9/2/2012,MAC000450,78.8080002
1489,9/3/2012,MAC000450,78.3210003
1490,9/4/2012,MAC000450,92.7389998
1491,9/5/2012,MAC000450,89.2759993
1492,9/6/2012,MAC000450,71.1880001
1493,9/7/2012,MAC000450,55.8159999
1494,9/8/2012,MAC000450,63.5800003
1495,9/9/2012,MAC000450,71.026
1496,9/10/2012,MAC000450,74.0029993
1497,9/11/2012,MAC000450,69.1030002
1498,9/12/2012,MAC000450,63.7919998
1499,9/13/2012,MAC000450,67.716
1500,9/14/2012,MAC000450,58.8989997
1501,9/15/2012,MAC000450,68.1569998
1502,9/16/2012,MAC000450,80.1360007
1503,9/17/2012,MAC000450,74.9369998
1504,9/18/2012,MAC000450,79.7399998
1505,9/19/2012,MAC000450,96.4559995
1506,9/20/2012,MAC000450,84.1389999
1507,9/21/2012,MAC000450,71.7940004
1508,9/22/2012,MAC000450,77.9450009
1509,9/23/2012,MAC000450,84.9570001
1510,9/24/2012,MAC000450,86.3850002
1511,9/25/2012,MAC000450,83.2869998
1512,9/26/2012,MAC000450,93.7380006
1513,9/27/2012,MAC000450,60.448
1514,9/28/2012,MAC000450,54.3720004
1515,9/29/2012,MAC000450,68.7579999
1516,9/30/2012,MAC000450,71.476
1517,10/1/2012,MAC000450,69.7599996
1518,10/2/2012,MAC000450,81.7850003
1519,10/3/2012,MAC000450,78.356
1520,10/4/2012,MAC000450,89.3239995
1521,10/5/2012,MAC000450,77.3300003
1522,10/6/2012,MAC000450,50.8869994
1523,10/7/2012,MAC000450,53.484
1524,10/8/2012,MAC000450,69.9559998
1525,10/9/2012,MAC000450,80.5350001
1526,10/10/2012,MAC000450,100.7390007
1527,10/11/2012,MAC000450,104.505
1528,10/12/2012,MAC000450,91.2669997
1529,10/13/2012,MAC000450,89.3439993
1530,10/14/2012,MAC000450,94.9880001
1531,10/15/2012,MAC000450,97.2790003
1532,10/16/2012,MAC000450,96.2229993
1533,10/17/2012,MAC000450,105.4780002
1534,10/18/2012,MAC000450,93.5830005
1535,10/19/2012,MAC000450,98.0789993
1536,10/20/2012,MAC000450,108.1980005
1537,10/21/2012,MAC000450,97.5259997
1538,10/22/2012,MAC000450,105.9970009
1539,10/23/2012,MAC000450,100.0270006
1540,10/24/2012,MAC000450,103.5130003
1541,10/25/2012,MAC000450,86.849
1542,10/26/2012,MAC000450,86.5830001
1543,10/27/2012,MAC000450,73.5769998
1544,10/28/2012,MAC000450,87.437
1545,10/29/2012,MAC000450,69.2889996
1546,10/30/2012,MAC000450,79.8880002
1547,10/31/2012,MAC000450,105.9720002
1548,11/1/2012,MAC000450,82.8850002
1549,11/2/2012,MAC000450,74.9400001
1550,11/3/2012,MAC000450,95.8059996
1551,11/4/2012,MAC000450,91.8610001
1552,11/5/2012,MAC000450,92.9219997
1553,11/6/2012,MAC000450,89.5330006
1554,11/7/2012,MAC000450,116.4750006
1555,11/8/2012,MAC000450,106.2930005
1556,11/9/2012,MAC000450,97.3730001
1557,11/10/2012,MAC000450,111.8939997
1558,11/11/2012,MAC000450,98.9140004
1559,11/12/2012,MAC000450,103.3029993
1560,11/13/2012,MAC000450,89.138
1561,11/14/2012,MAC000450,124.9809996
1562,11/15/2012,MAC000450,113.2430001
1563,11/16/2012,MAC000450,102.0049996
1564,11/17/2012,MAC000450,112.7640005
1565,11/18/2012,MAC000450,99.7919998
1566,11/19/2012,MAC000450,90.8309999
1567,11/20/2012,MAC000450,95.1949992
1568,11/21/2012,MAC000450,114.4739992
1569,11/22/2012,MAC000450,111.9240002
1570,11/23/2012,MAC000450,111.4489998
1571,11/24/2012,MAC000450,129.5700005
1572,11/25/2012,MAC000450,112.0659993
1573,11/26/2012,MAC000450,104.8910003
1574,11/27/2012,MAC000450,106.313
1575,11/28/2012,MAC000450,109.1239997
1576,11/29/2012,MAC000450,89.6730005
1577,11/30/2012,MAC000450,93.5839996
1578,12/1/2012,MAC000450,108.6460004
1579,12/2/2012,MAC000450,118.3399992
1580,12/3/2012,MAC000450,138.1299983
1581,12/4/2012,MAC000450,106.7040002
1582,12/5/2012,MAC000450,110.9829994
1583,12/6/2012,MAC000450,112.826
1584,12/7/2012,MAC000450,96.8679996
1585,12/8/2012,MAC000450,92.4179995
1586,12/9/2012,MAC000450,91.5250003
1587,12/10/2012,MAC000450,104.6480003
1588,12/11/2012,MAC000450,104.1969988
1589,12/12/2012,MAC000450,90.5519995
1590,12/13/2012,MAC000450,74.6200002
1591,12/14/2012,MAC000450,83.9100004
1592,12/15/2012,MAC000450,89.022
1593,12/16/2012,MAC000450,83.3780001
1594,12/17/2012,MAC000450,78.2359999
1595,12/18/2012,MAC000450,68.1509997
1596,12/19/2012,MAC000450,74.2569994
1597,12/20/2012,MAC000450,68.7130007
1598,12/21/2012,MAC000450,67.1690006
1599,12/22/2012,MAC000450,67.8069994
1600,12/23/2012,MAC000450,75.4900001
1601,12/24/2012,MAC000450,49.0290001
1602,12/25/2012,MAC000450,36.933
1603,12/26/2012,MAC000450,49.5979998
1604,12/27/2012,MAC000450,49.0879999
1605,12/28/2012,MAC000450,57.1199998
1606,12/29/2012,MAC000450,54.6339997
1607,12/30/2012,MAC000450,47.8139998
1608,12/31/2012,MAC000450,51.9540002
1609,1/1/2013,MAC000450,50.6999998
1610,1/2/2013,MAC000450,77.3340007
1611,1/3/2013,MAC000450,84.8869998
1612,1/4/2013,MAC000450,71.2669995
1613,1/5/2013,MAC000450,79.8070003
1614,1/6/2013,MAC000450,81.5649996
1615,1/7/2013,MAC000450,60.6560001
1616,1/8/2013,MAC000450,66.167
1617,1/9/2013,MAC000450,62.455
1618,1/10/2013,MAC000450,53.5959998
1619,1/11/2013,MAC000450,64.1590003
1620,1/12/2013,MAC000450,79.6640005
1621,1/13/2013,MAC000450,75.1200003
1622,1/14/2013,MAC000450,53.1909998
1623,1/15/2013,MAC000450,61.2000002
1624,1/16/2013,MAC000450,63.003
1625,1/17/2013,MAC000450,76.2209995
1626,1/18/2013,MAC000450,55.9419997
1627,1/19/2013,MAC000450,82.3559997
1628,1/20/2013,MAC000450,87.4030004
1629,1/21/2013,MAC000450,66.1489999
1630,1/22/2013,MAC000450,71.2789999
1631,1/23/2013,MAC000450,64.3810004
1632,1/24/2013,MAC000450,62.7420001
1633,1/25/2013,MAC000450,52.3440001
1634,1/26/2013,MAC000450,68.2890001
1635,1/27/2013,MAC000450,84.086
1636,1/28/2013,MAC000450,62.0010001
1637,1/29/2013,MAC000450,74.4909997
1638,1/30/2013,MAC000450,69.2889997
1639,1/31/2013,MAC000450,61.6140003
1640,2/1/2013,MAC000450,58.2069994
1641,2/2/2013,MAC000450,73.9189995
1642,2/3/2013,MAC000450,75.6419999
1643,2/4/2013,MAC000450,60.198
1644,2/5/2013,MAC000450,63.6230002
1645,2/6/2013,MAC000450,75.8369993
1646,2/7/2013,MAC000450,78.8119999
1647,2/8/2013,MAC000450,50.2860001
1648,2/9/2013,MAC000450,51.0010004
1649,2/10/2013,MAC000450,47.035
1650,2/11/2013,MAC000450,81.75
1651,2/12/2013,MAC000450,59.8310001
1652,2/13/2013,MAC000450,72.4730001
1653,2/14/2013,MAC000450,56.071
1654,2/15/2013,MAC000450,52.4090001
1655,2/16/2013,MAC000450,62.0279999
1656,2/17/2013,MAC000450,65.3120002
1657,2/18/2013,MAC000450,60.868
1658,2/19/2013,MAC000450,59.5289996
1659,2/20/2013,MAC000450,69.0899997
1660,2/21/2013,MAC000450,92.5080009
1661,2/22/2013,MAC000450,69.3409998
1662,2/23/2013,MAC000450,78.0879997
1663,2/24/2013,MAC000450,73.3389996
1664,2/25/2013,MAC000450,82.5799999
1665,2/26/2013,MAC000450,75.2759995
1666,2/27/2013,MAC000450,71.8190001
1667,2/28/2013,MAC000450,69.5879998
1668,3/1/2013,MAC000450,72.1090002
1669,3/2/2013,MAC000450,79.041
1670,3/3/2013,MAC000450,74.8889998
1671,3/4/2013,MAC000450,75.1210003
1672,3/5/2013,MAC000450,78.8839999
1673,3/6/2013,MAC000450,79.1100001
1674,3/7/2013,MAC000450,60.0049999
1675,3/8/2013,MAC000450,74.2939996
1676,3/9/2013,MAC000450,86.2049996
1677,3/10/2013,MAC000450,92.4490003
1678,3/11/2013,MAC000450,84.4369999
1679,3/12/2013,MAC000450,97.6210001
1680,3/13/2013,MAC000450,86.2929996
1681,3/14/2013,MAC000450,77.4279992
1682,3/15/2013,MAC000450,63.7309996
1683,3/16/2013,MAC000450,80.734
1684,3/17/2013,MAC000450,79.5079998
1685,3/18/2013,MAC000450,71.6500001
1686,3/19/2013,MAC000450,77.888
1687,3/20/2013,MAC000450,84.7029997
1688,3/21/2013,MAC000450,74.9839999
1689,3/22/2013,MAC000450,72.5090005
1690,3/23/2013,MAC000450,91.8880003
1691,3/24/2013,MAC000450,79.7570001
1692,3/25/2013,MAC000450,85.161
1693,3/26/2013,MAC000450,84.5860004
1694,3/27/2013,MAC000450,75.2789994
1695,3/28/2013,MAC000450,74.9879998
1696,3/29/2013,MAC000450,60.9540002
1697,3/30/2013,MAC000450,74.4129999
1698,3/31/2013,MAC000450,77.4630002
1699,4/1/2013,MAC000450,75.9009999
1700,4/2/2013,MAC000450,74.5629998
1701,4/3/2013,MAC000450,74.5189995
1702,4/4/2013,MAC000450,68.9520001
1703,4/5/2013,MAC000450,56.3019999
1704,4/6/2013,MAC000450,50.988
1705,4/7/2013,MAC000450,53.604
1706,4/8/2013,MAC000450,61.2679998
1707,4/9/2013,MAC000450,59.828
1708,4/10/2013,MAC000450,63.8600002
1709,4/11/2013,MAC000450,50.8259996
1710,4/12/2013,MAC000450,59.1949998
1711,4/13/2013,MAC000450,71.1379995
1712,4/14/2013,MAC000450,57.1829998
1713,4/15/2013,MAC000450,59.9699997
1714,4/16/2013,MAC000450,56.6850001
1715,4/17/2013,MAC000450,51.7190001
1716,4/18/2013,MAC000450,66.1389999
1717,4/19/2013,MAC000450,64.7499998
1718,4/20/2013,MAC000450,67.0370007
1719,4/21/2013,MAC000450,75.5459994
1720,4/22/2013,MAC000450,70.9770004
1721,4/23/2013,MAC000450,73.7700004
1722,4/24/2013,MAC000450,68.1709996
1723,4/25/2013,MAC000450,68.064
1724,4/26/2013,MAC000450,55.205
1725,4/27/2013,MAC000450,72.5299998
1726,4/28/2013,MAC000450,59.1300004
1727,4/29/2013,MAC000450,70.0239998
1728,4/30/2013,MAC000450,64.2540003
1729,5/1/2013,MAC000450,55.2980003
1730,5/2/2013,MAC000450,68.137
1731,5/3/2013,MAC000450,62.1040003
1732,5/4/2013,MAC000450,66.878
1733,5/5/2013,MAC000450,64.7029999
1734,5/6/2013,MAC000450,80.1130001
1735,5/7/2013,MAC000450,78.3159998
1736,5/8/2013,MAC000450,61.885
1737,5/9/2013,MAC000450,57.4229999
1738,5/10/2013,MAC000450,71.848
1739,5/11/2013,MAC000450,105.6410002
1740,5/12/2013,MAC000450,112.835
1741,5/13/2013,MAC000450,83.8870006
1742,5/14/2013,MAC000450,105.0380009
1743,5/15/2013,MAC000450,0.953
1744,5/8/2012,MAC001074,10.0769999
1745,5/9/2012,MAC001074,27.2670003
1746,5/10/2012,MAC001074,19.2189999
1747,5/11/2012,MAC001074,19.587
1748,5/12/2012,MAC001074,30.2249999
1749,5/13/2012,MAC001074,21.521
1750,5/14/2012,MAC001074,24.366
1751,5/15/2012,MAC001074,24.7520001
1752,5/16/2012,MAC001074,0.196
1753,5/17/2012,MAC001074,19.8720001
1754,5/18/2012,MAC001074,23.465
1755,5/19/2012,MAC001074,23.4629999
1756,5/20/2012,MAC001074,31.8279999
1757,5/21/2012,MAC001074,23.8380001
1758,5/22/2012,MAC001074,21.1300001
1759,5/23/2012,MAC001074,25.653
1760,5/24/2012,MAC001074,24.1480001
1761,5/25/2012,MAC001074,14.7299999
1762,5/26/2012,MAC001074,20.879
1763,5/27/2012,MAC001074,17.453
1764,5/28/2012,MAC001074,17.6370001
1765,5/29/2012,MAC001074,16.1270001
1766,5/30/2012,MAC001074,20.08
1767,5/31/2012,MAC001074,19.9010001
1768,6/1/2012,MAC001074,29.4079996
1769,6/2/2012,MAC001074,19.3930001
1770,6/3/2012,MAC001074,33.575
1771,6/4/2012,MAC001074,23.4629999
1772,6/5/2012,MAC001074,27.296
1773,6/6/2012,MAC001074,30.215
1774,6/7/2012,MAC001074,18.6769999
1775,6/8/2012,MAC001074,21.401
1776,6/9/2012,MAC001074,24.725
1777,6/10/2012,MAC001074,23.1050002
1778,6/11/2012,MAC001074,21.0480002
1779,6/12/2012,MAC001074,19.7830002
1780,6/13/2012,MAC001074,28.5520001
1781,6/14/2012,MAC001074,18.854
1782,6/15/2012,MAC001074,16.2509999
1783,6/16/2012,MAC001074,23.7079997
1784,6/17/2012,MAC001074,24.5289999
1785,6/18/2012,MAC001074,21.5809997
1786,6/19/2012,MAC001074,15.059
1787,6/20/2012,MAC001074,21.9299999
1788,6/21/2012,MAC001074,19.1769999
1789,6/22/2012,MAC001074,16.622
1790,6/23/2012,MAC001074,21.975
1791,6/24/2012,MAC001074,19.811
1792,6/25/2012,MAC001074,14.1320001
1793,6/26/2012,MAC001074,18.9850002
1794,6/27/2012,MAC001074,24.1249999
1795,6/28/2012,MAC001074,16.713
1796,6/29/2012,MAC001074,22.0649999
1797,6/30/2012,MAC001074,20.1499999
1798,7/1/2012,MAC001074,21.2750002
1799,7/2/2012,MAC001074,21.471
1800,7/3/2012,MAC001074,20.3979999
1801,7/4/2012,MAC001074,27.392
1802,7/5/2012,MAC001074,22.0320001
1803,7/6/2012,MAC001074,19.461
1804,7/7/2012,MAC001074,20.462
1805,7/8/2012,MAC001074,23.8990003
1806,7/9/2012,MAC001074,20.2469999
1807,7/10/2012,MAC001074,18.6550001
1808,7/11/2012,MAC001074,24.4540001
1809,7/12/2012,MAC001074,17.664
1810,7/13/2012,MAC001074,23.079
1811,7/14/2012,MAC001074,19.6999999
1812,7/15/2012,MAC001074,19.452
1813,7/16/2012,MAC001074,23.0349999
1814,7/17/2012,MAC001074,15.8780001
1815,7/18/2012,MAC001074,27.7020001
1816,7/19/2012,MAC001074,19.916
1817,7/20/2012,MAC001074,21.6219999
1818,7/21/2012,MAC001074,17.3059999
1819,7/22/2012,MAC001074,22.2919999
1820,7/23/2012,MAC001074,18.131
1821,7/24/2012,MAC001074,13.9859999
1822,7/25/2012,MAC001074,21.138
1823,7/26/2012,MAC001074,16.73
1824,7/27/2012,MAC001074,21.441
1825,7/28/2012,MAC001074,19.3959999
1826,7/29/2012,MAC001074,19.1530001
1827,7/30/2012,MAC001074,21.043
1828,7/31/2012,MAC001074,21.8649999
1829,8/1/2012,MAC001074,19.4510001
1830,8/2/2012,MAC001074,17.973
1831,8/3/2012,MAC001074,17.956
1832,8/4/2012,MAC001074,23.081
1833,8/5/2012,MAC001074,17.3690001
1834,8/6/2012,MAC001074,22.752
1835,8/7/2012,MAC001074,13.708
1836,8/8/2012,MAC001074,20.627
1837,8/9/2012,MAC001074,20.409
1838,8/10/2012,MAC001074,15.453
1839,8/11/2012,MAC001074,23.383
1840,8/12/2012,MAC001074,19.8700001
1841,8/13/2012,MAC001074,23.1379999
1842,8/14/2012,MAC001074,15.47
1843,8/15/2012,MAC001074,25.4210001
1844,8/16/2012,MAC001074,18.0400001
1845,8/17/2012,MAC001074,15.712
1846,8/18/2012,MAC001074,17.9439998
1847,8/19/2012,MAC001074,18.7859999
1848,8/20/2012,MAC001074,17.876
1849,8/21/2012,MAC001074,17.7409998
1850,8/22/2012,MAC001074,22.923
1851,8/23/2012,MAC001074,17.9809999
1852,8/24/2012,MAC001074,17.758
1853,8/25/2012,MAC001074,19.474
1854,8/26/2012,MAC001074,21.192
1855,8/27/2012,MAC001074,19.8219998
1856,8/28/2012,MAC001074,21.8170001
1857,8/29/2012,MAC001074,23.3189999
1858,8/30/2012,MAC001074,24.0720002
1859,8/31/2012,MAC001074,22.26
1860,9/1/2012,MAC001074,24.9690002
1861,9/2/2012,MAC001074,27.72
1862,9/3/2012,MAC001074,19.0689999
1863,9/4/2012,MAC001074,17.6500001
1864,9/5/2012,MAC001074,20.928
1865,9/6/2012,MAC001074,24.81
1866,9/7/2012,MAC001074,18.1390001
1867,9/8/2012,MAC001074,24.094
1868,9/9/2012,MAC001074,19.7519999
1869,9/10/2012,MAC001074,19.4369997
1870,9/11/2012,MAC001074,19.5830001
1871,9/12/2012,MAC001074,20.247
1872,9/13/2012,MAC001074,20.8059998
1873,9/14/2012,MAC001074,29.1549998
1874,9/15/2012,MAC001074,17.866
1875,9/16/2012,MAC001074,24.694
1876,9/17/2012,MAC001074,22.9069998
1877,9/18/2012,MAC001074,23.3259999
1878,9/19/2012,MAC001074,23.581
1879,9/20/2012,MAC001074,21.3099999
1880,9/21/2012,MAC001074,32.0739997
1881,9/22/2012,MAC001074,21.5120001
1882,9/23/2012,MAC001074,23.0959999
1883,9/24/2012,MAC001074,24.6849999
1884,9/25/2012,MAC001074,16.332
1885,9/26/2012,MAC001074,28.993
1886,9/27/2012,MAC001074,26.1249997
1887,9/28/2012,MAC001074,21.686
1888,9/29/2012,MAC001074,20.5890001
1889,9/30/2012,MAC001074,23.304
1890,10/1/2012,MAC001074,27.9519999
1891,10/2/2012,MAC001074,18.224
1892,10/3/2012,MAC001074,20.2350001
1893,10/4/2012,MAC001074,25.231
1894,10/5/2012,MAC001074,25.337
1895,10/6/2012,MAC001074,26.9010003
1896,10/7/2012,MAC001074,25.8649997
1897,10/8/2012,MAC001074,30.4349999
1898,10/9/2012,MAC001074,21.427
1899,10/10/2012,MAC001074,30.1180001
1900,10/11/2012,MAC001074,30.329
1901,10/12/2012,MAC001074,23.1450002
1902,10/13/2012,MAC001074,22.727
1903,10/14/2012,MAC001074,28.0670002
1904,10/15/2012,MAC001074,27.7310004
1905,10/16/2012,MAC001074,24.3100001
1906,10/17/2012,MAC001074,21.6110001
1907,10/18/2012,MAC001074,22.996
1908,10/19/2012,MAC001074,25.7129999
1909,10/20/2012,MAC001074,27.9130001
1910,10/21/2012,MAC001074,28.2580001
1911,10/22/2012,MAC001074,26.0179997
1912,10/23/2012,MAC001074,23.5699999
1913,10/24/2012,MAC001074,24.398
1914,10/25/2012,MAC001074,21.709
1915,10/26/2012,MAC001074,23.4249999
1916,10/27/2012,MAC001074,38.0389999
1917,10/28/2012,MAC001074,34.5539998
1918,10/29/2012,MAC001074,35.45
1919,10/30/2012,MAC001074,19.879
1920,10/31/2012,MAC001074,27.1699999
1921,11/1/2012,MAC001074,22.0040002
1922,11/2/2012,MAC001074,24.2900001
1923,11/3/2012,MAC001074,30.5980001
1924,11/4/2012,MAC001074,23.1709999
1925,11/5/2012,MAC001074,26.1119998
1926,11/6/2012,MAC001074,22.295
1927,11/7/2012,MAC001074,30.9919999
1928,11/8/2012,MAC001074,24.275
1929,11/9/2012,MAC001074,28.033
1930,11/10/2012,MAC001074,24.348
1931,11/11/2012,MAC001074,20.6759998
1932,11/12/2012,MAC001074,33.4769999
1933,11/13/2012,MAC001074,30.0380001
1934,11/14/2012,MAC001074,27.6399999
1935,11/15/2012,MAC001074,28.7799998
1936,11/16/2012,MAC001074,21.7549998
1937,11/17/2012,MAC001074,29.9199999
1938,11/18/2012,MAC001074,24.7759998
1939,11/19/2012,MAC001074,30.8079998
1940,11/20/2012,MAC001074,18.7540001
1941,11/21/2012,MAC001074,30.0770001
1942,11/22/2012,MAC001074,21.8449999
1943,11/23/2012,MAC001074,31.8269997
1944,11/24/2012,MAC001074,26.795
1945,11/25/2012,MAC001074,32.3819999
1946,11/26/2012,MAC001074,23.3480001
1947,11/27/2012,MAC001074,26.61
1948,11/28/2012,MAC001074,27.5279997
1949,11/29/2012,MAC001074,31.5930002
1950,11/30/2012,MAC001074,19.3769999
1951,12/1/2012,MAC001074,28.585
1952,12/2/2012,MAC001074,28.4499999
1953,12/3/2012,MAC001074,30.9090003
1954,12/4/2012,MAC001074,23.3519999
1955,12/5/2012,MAC001074,27.2490002
1956,12/6/2012,MAC001074,25.9900001
1957,12/7/2012,MAC001074,28.6340001
1958,12/8/2012,MAC001074,26.227
1959,12/9/2012,MAC001074,34.2249998
1960,12/10/2012,MAC001074,36.9570001
1961,12/11/2012,MAC001074,0.212
1962,12/12/2012,MAC001074,27.9319998
1963,12/13/2012,MAC001074,29.105
1964,12/14/2012,MAC001074,25.198
1965,12/15/2012,MAC001074,29.9920002
1966,12/16/2012,MAC001074,26.7
1967,12/17/2012,MAC001074,28.963
1968,12/18/2012,MAC001074,22.2020001
1969,12/19/2012,MAC001074,31.7909999
1970,12/20/2012,MAC001074,25.0549998
1971,9/17/2012,MAC003223,10.415
1972,9/18/2012,MAC003223,11.824
1973,9/19/2012,MAC003223,19.5580001
1974,9/20/2012,MAC003223,15.3200001
1975,9/21/2012,MAC003223,16.073
1976,9/22/2012,MAC003223,8.0159999
1977,9/23/2012,MAC003223,18.9010001
1978,9/24/2012,MAC003223,19.457
1979,9/25/2012,MAC003223,18.742
1980,9/26/2012,MAC003223,14.1930001
1981,9/27/2012,MAC003223,15.4620002
1982,9/28/2012,MAC003223,17.926
1983,9/29/2012,MAC003223,14.6930001
1984,9/30/2012,MAC003223,24.2739998
1985,10/1/2012,MAC003223,20.9589999
1986,10/2/2012,MAC003223,16.099
1987,10/3/2012,MAC003223,21.3579999
1988,10/4/2012,MAC003223,20.641
1989,10/5/2012,MAC003223,17.902
1990,10/6/2012,MAC003223,15.311
1991,10/7/2012,MAC003223,23.908
1992,10/8/2012,MAC003223,22.4900001
1993,10/9/2012,MAC003223,17.453
1994,10/10/2012,MAC003223,19.857
1995,10/11/2012,MAC003223,22.29
1996,10/12/2012,MAC003223,15.783
1997,10/13/2012,MAC003223,19.2710001
1998,10/14/2012,MAC003223,23.532
1999,10/15/2012,MAC003223,24.0729998
2000,10/16/2012,MAC003223,21.898
2001,10/17/2012,MAC003223,15.29
2002,10/18/2012,MAC003223,20.964
2003,10/19/2012,MAC003223,17.308
2004,10/20/2012,MAC003223,11.805
2005,10/21/2012,MAC003223,18.116
2006,10/22/2012,MAC003223,20.73
2007,10/23/2012,MAC003223,16.605
2008,10/24/2012,MAC003223,24.8409998
2009,10/25/2012,MAC003223,21.066
2010,10/26/2012,MAC003223,17.9980001
2011,10/27/2012,MAC003223,18.331
2012,10/28/2012,MAC003223,26.3920002
2013,10/29/2012,MAC003223,23.325
2014,10/30/2012,MAC003223,25.9229999
2015,10/31/2012,MAC003223,23.9850001
2016,11/1/2012,MAC003223,20.4610001
2017,11/2/2012,MAC003223,21.7099999
2018,11/3/2012,MAC003223,15.247
2019,11/4/2012,MAC003223,22.0440001
2020,11/5/2012,MAC003223,19.163
2021,11/6/2012,MAC003223,22.4750001
2022,11/7/2012,MAC003223,15.316
2023,11/8/2012,MAC003223,16.8799999
2024,11/9/2012,MAC003223,17.9679999
2025,11/10/2012,MAC003223,21.8679999
2026,11/11/2012,MAC003223,24.3719998
2027,11/12/2012,MAC003223,20.4539999
2028,11/13/2012,MAC003223,18.387
2029,11/14/2012,MAC003223,23.327
2030,11/15/2012,MAC003223,26.9829999
2031,11/16/2012,MAC003223,17.942
2032,11/17/2012,MAC003223,22.335
2033,11/18/2012,MAC003223,29.3290001
2034,11/19/2012,MAC003223,18.5730001
2035,11/20/2012,MAC003223,20.6399999
2036,11/21/2012,MAC003223,19.066
2037,11/22/2012,MAC003223,22.1420002
2038,11/23/2012,MAC003223,15.515
2039,11/24/2012,MAC003223,21.292
2040,11/25/2012,MAC003223,29.231
2041,11/26/2012,MAC003223,16.867
2042,11/27/2012,MAC003223,21.606
2043,11/28/2012,MAC003223,23.227
2044,11/29/2012,MAC003223,21.764
2045,11/30/2012,MAC003223,18.874
2046,12/1/2012,MAC003223,16.9520001
2047,12/2/2012,MAC003223,26.6449999
2048,12/3/2012,MAC003223,21.3820002
2049,12/4/2012,MAC003223,25.9460001
